appId,word,frequency
com.wanderlog.android,deleted,3
com.wanderlog.android,combined,1
com.wanderlog.android,virtually,1
com.wanderlog.android,glitch,1
com.wanderlog.android,recently,2
com.wanderlog.android,took,2
com.wanderlog.android,belgium,1
com.wanderlog.android,netherlands,1
com.wanderlog.android,executing,1
com.wanderlog.android,breeze,3
com.wanderlog.android,developers,2
com.wanderlog.android,possible,2
com.wanderlog.android,scenario,1
com.wanderlog.android,budget,5
com.wanderlog.android,summary,2
com.wanderlog.android,fine,2
com.wanderlog.android,tuning,1
com.wanderlog.android,need,14
com.wanderlog.android,shared,2
com.wanderlog.android,coworkers,2
com.wanderlog.android,forward,7
com.wanderlog.android,improvements,2
com.wanderlog.android,progresses,1
com.wanderlog.android,log,1
com.wanderlog.android,trav,1
com.wanderlog.android,journal,1
com.wanderlog.android,nica,1
com.wanderlog.android,functionalities,1
com.wanderlog.android,missing,1
com.wanderlog.android,fabulous,1
com.wanderlog.android,valuable,1
com.wanderlog.android,coordinating,2
com.wanderlog.android,right,3
com.wanderlog.android,aaa,1
com.wanderlog.android,navigate,5
com.wanderlog.android,functionality,5
com.wanderlog.android,constant,2
com.wanderlog.android,popup,1
com.wanderlog.android,tips,5
com.wanderlog.android,grating,1
com.wanderlog.android,fact,2
com.wanderlog.android,forcibly,1
com.wanderlog.android,changes,5
com.wanderlog.android,displayed,1
com.wanderlog.android,screen,5
com.wanderlog.android,drags,1
com.wanderlog.android,away,3
com.wanderlog.android,trying,3
com.wanderlog.android,intrusive,1
com.wanderlog.android,instead,3
com.wanderlog.android,reading,1
com.wanderlog.android,clicking,1
com.wanderlog.android,hopefully,1
com.wanderlog.android,maybe,3
com.wanderlog.android,personal,2
com.wanderlog.android,preference,1
com.wanderlog.android,text,1
com.wanderlog.android,zoomed,1
com.wanderlog.android,dense,1
com.wanderlog.android,enough,3
com.wanderlog.android,setting,2
com.wanderlog.android,round,1
com.wanderlog.android,others,3
com.wanderlog.android,selected,1
com.wanderlog.android,sources,1
com.wanderlog.android,regard,1
com.wanderlog.android,dining,1
com.wanderlog.android,wait,2
com.wanderlog.android,try,5
com.wanderlog.android,live,2
com.wanderlog.android,system,2
com.wanderlog.android,quickly,2
com.wanderlog.android,start,5
com.wanderlog.android,navigation,2
com.wanderlog.android,rental,2
com.wanderlog.android,cars,1
com.wanderlog.android,helped,6
com.wanderlog.android,complex,1
com.wanderlog.android,overseas,1
com.wanderlog.android,organised,1
com.wanderlog.android,kyoto,1
com.wanderlog.android,next,6
com.wanderlog.android,july,1
com.wanderlog.android,moved,1
com.wanderlog.android,clean,1
com.wanderlog.android,modern,1
com.wanderlog.android,plotted,1
com.wanderlog.android,lodgings,1
com.wanderlog.android,responsive,1
com.wanderlog.android,fast,1
com.wanderlog.android,weeks,2
com.wanderlog.android,south,2
com.wanderlog.android,america,1
com.wanderlog.android,flights,4
com.wanderlog.android,hotels,4
com.wanderlog.android,car,4
com.wanderlog.android,rentals,2
com.wanderlog.android,ai,2
com.wanderlog.android,integration,1
com.wanderlog.android,looks,1
com.wanderlog.android,promising,1
com.wanderlog.android,notified,1
com.wanderlog.android,closed,1
com.wanderlog.android,spot,1
com.wanderlog.android,intuitively,1
com.wanderlog.android,allowing,1
com.wanderlog.android,research,2
com.wanderlog.android,pulled,1
com.wanderlog.android,advance,1
com.wanderlog.android,unfriendly,1
com.wanderlog.android,within,3
com.wanderlog.android,give,3
com.wanderlog.android,less,1
com.wanderlog.android,stars,3
com.wanderlog.android,absolute,1
com.wanderlog.android,life,2
com.wanderlog.android,saver,2
com.wanderlog.android,fantastic,4
com.wanderlog.android,highly,4
com.wanderlog.android,giving,3
com.wanderlog.android,saves,1
com.wanderlog.android,ton,1
com.wanderlog.android,room,1
com.wanderlog.android,improvement,2
com.wanderlog.android,got,7
com.wanderlog.android,worth,2
com.wanderlog.android,level,2
com.wanderlog.android,available,4
com.wanderlog.android,paid,5
com.wanderlog.android,powerful,1
com.wanderlog.android,organizer,1
com.wanderlog.android,researching,1
com.wanderlog.android,decided,1
com.wanderlog.android,neat,3
com.wanderlog.android,synced,1
com.wanderlog.android,forwarding,1
com.wanderlog.android,emails,4
com.wanderlog.android,adding,6
com.wanderlog.android,individual,1
com.wanderlog.android,food,1
com.wanderlog.android,spreadsheet,1
com.wanderlog.android,thanks,5
com.wanderlog.android,peter,1
com.wanderlog.android,xu,1
com.wanderlog.android,wonderful,3
com.wanderlog.android,girlfriends,1
com.wanderlog.android,wonderlog,2
com.wanderlog.android,regularly,2
com.wanderlog.android,brilliant,1
com.wanderlog.android,keeps,2
com.wanderlog.android,crashing,2
com.wanderlog.android,depending,1
com.wanderlog.android,number,1
com.wanderlog.android,realized,1
com.wanderlog.android,cause,1
com.wanderlog.android,annoying,4
com.wanderlog.android,considering,2
com.wanderlog.android,touristic,1
com.wanderlog.android,payment,3
com.wanderlog.android,ways,1
com.wanderlog.android,buy,1
com.wanderlog.android,tried,4
com.wanderlog.android,store,1
com.wanderlog.android,country,2
com.wanderlog.android,limitations,1
com.wanderlog.android,disabling,1
com.wanderlog.android,nice,10
com.wanderlog.android,calendar,2
com.wanderlog.android,excel,2
com.wanderlog.android,pdf,1
com.wanderlog.android,aggregates,1
com.wanderlog.android,mails,1
com.wanderlog.android,consolidate,1
com.wanderlog.android,single,2
com.wanderlog.android,platforms,1
com.wanderlog.android,book,3
com.wanderlog.android,accommodation,1
com.wanderlog.android,tours,2
com.wanderlog.android,train,2
com.wanderlog.android,check,2
com.wanderlog.android,booking,2
com.wanderlog.android,dates,2
com.wanderlog.android,correct,1
com.wanderlog.android,nosy,1
com.wanderlog.android,take,6
com.wanderlog.android,installed,1
com.wanderlog.android,works,3
com.wanderlog.android,gather,1
com.wanderlog.android,searching,3
com.wanderlog.android,texts,2
com.wanderlog.android,saved,3
com.wanderlog.android,documents,2
com.wanderlog.android,person,1
com.wanderlog.android,always,2
com.wanderlog.android,sheet,2
com.wanderlog.android,organization,2
com.wanderlog.android,mapping,2
com.wanderlog.android,layers,1
com.wanderlog.android,locations,4
com.wanderlog.android,purposes,1
com.wanderlog.android,emailing,1
com.wanderlog.android,populate,1
com.wanderlog.android,onto,1
com.wanderlog.android,suggested,2
com.wanderlog.android,city,1
com.wanderlog.android,break,1
com.wanderlog.android,paris,1
com.wanderlog.android,hawaii,1
com.wanderlog.android,everyone,2
com.wanderlog.android,tickets,2
com.wanderlog.android,bravo,1
com.wanderlog.android,favorite,1
com.wanderlog.android,weekend,1
com.wanderlog.android,ready,1
com.wanderlog.android,click,2
com.wanderlog.android,longer,2
com.wanderlog.android,august,1
com.wanderlog.android,detailed,1
com.wanderlog.android,casual,1
com.wanderlog.android,lists,3
com.wanderlog.android,disappear,1
com.wanderlog.android,explanation,1
com.wanderlog.android,remake,1
com.wanderlog.android,reach,1
com.wanderlog.android,happens,1
com.wanderlog.android,plus,2
com.wanderlog.android,star,1
com.wanderlog.android,responding,1
com.wanderlog.android,least,1
com.wanderlog.android,attempting,1
com.wanderlog.android,fix,1
com.wanderlog.android,issue,2
com.wanderlog.android,still,7
com.wanderlog.android,value,1
com.wanderlog.android,burps,1
com.wanderlog.android,inconvenient,1
com.wanderlog.android,times,3
com.wanderlog.android,garbage,1
com.wanderlog.android,mistake,1
com.wanderlog.android,purchasing,1
com.wanderlog.android,vrbo,1
com.wanderlog.android,similar,1
com.wanderlog.android,bookings,2
com.wanderlog.android,let,3
com.wanderlog.android,enter,1
com.wanderlog.android,manually,2
com.wanderlog.android,either,1
com.wanderlog.android,come,3
com.wanderlog.android,forever,1
com.wanderlog.android,evolving,1
com.wanderlog.android,indespensible,1
com.wanderlog.android,uninstalling,1
com.wanderlog.android,given,1
com.wanderlog.android,impression,1
com.wanderlog.android,compared,2
com.wanderlog.android,competitor,1
com.wanderlog.android,overpriced,2
com.wanderlog.android,annual,3
com.wanderlog.android,required,1
com.wanderlog.android,order,2
com.wanderlog.android,anything,1
com.wanderlog.android,beyond,1
com.wanderlog.android,trial,4
com.wanderlog.android,70,2
com.wanderlog.android,talk,1
com.wanderlog.android,ironic,1
com.wanderlog.android,fairly,2
com.wanderlog.android,accurate,1
com.wanderlog.android,legit,1
com.wanderlog.android,exclusive,1
com.wanderlog.android,deals,1
com.wanderlog.android,justify,1
com.wanderlog.android,traveling,3
com.wanderlog.android,already,4
com.wanderlog.android,needed,2
com.wanderlog.android,sort,2
com.wanderlog.android,opening,1
com.wanderlog.android,hours,2
com.wanderlog.android,stress,2
com.wanderlog.android,laid,1
com.wanderlog.android,concise,1
com.wanderlog.android,behind,1
com.wanderlog.android,paywall,1
com.wanderlog.android,lol,1
com.wanderlog.android,thats,1
com.wanderlog.android,means,1
com.wanderlog.android,acceptable,1
com.wanderlog.android,end,3
com.wanderlog.android,connectivity,1
com.wanderlog.android,difficult,1
com.wanderlog.android,separate,3
com.wanderlog.android,tour,1
com.wanderlog.android,tab,3
com.wanderlog.android,graphics,1
com.wanderlog.android,beautiful,1
com.wanderlog.android,pulls,2
com.wanderlog.android,several,3
com.wanderlog.android,spots,1
com.wanderlog.android,loved,2
com.wanderlog.android,estimates,1
com.wanderlog.android,avoid,1
com.wanderlog.android,packing,1
com.wanderlog.android,incredible,1
com.wanderlog.android,product,1
com.wanderlog.android,done,3
com.wanderlog.android,site,2
com.wanderlog.android,lots,2
com.wanderlog.android,100x,1
com.wanderlog.android,spreadsheets,1
com.wanderlog.android,suggests,1
com.wanderlog.android,nightmare,1
com.wanderlog.android,everywhere,1
com.wanderlog.android,screens,1
com.wanderlog.android,sections,1
com.wanderlog.android,buttons,2
com.wanderlog.android,suggestions,5
com.wanderlog.android,automation,1
com.wanderlog.android,omg,1
com.wanderlog.android,cannot,1
com.wanderlog.android,understand,1
com.wanderlog.android,immediately,1
com.wanderlog.android,uninstalled,1
com.wanderlog.android,phew,1
com.wanderlog.android,relief,1
com.wanderlog.android,21,1
com.wanderlog.android,collaboration,1
com.wanderlog.android,tough,1
com.wanderlog.android,feel,1
com.wanderlog.android,cities,3
com.wanderlog.android,uses,1
com.wanderlog.android,popular,1
com.wanderlog.android,productivity,1
com.wanderlog.android,superpower,1
com.wanderlog.android,going,6
com.wanderlog.android,quality,1
com.wanderlog.android,upload,1
com.wanderlog.android,gives,1
com.wanderlog.android,includes,2
com.wanderlog.android,planned,2
com.wanderlog.android,sure,1
com.wanderlog.android,big,2
com.wanderlog.android,yet,2
com.wanderlog.android,usually,2
com.wanderlog.android,extensive,1
com.wanderlog.android,doc,1
com.wanderlog.android,visually,1
com.wanderlog.android,pleasing,1
com.wanderlog.android,picture,2
com.wanderlog.android,scroll,4
com.wanderlog.android,prefer,1
com.wanderlog.android,know,3
com.wanderlog.android,managing,1
com.wanderlog.android,holiday,2
com.wanderlog.android,unfortunately,1
com.wanderlog.android,maps,7
com.wanderlog.android,performance,1
com.wanderlog.android,takes,3
com.wanderlog.android,phone,2
com.wanderlog.android,tapping,1
com.wanderlog.android,launcher,1
com.wanderlog.android,interaction,1
com.wanderlog.android,seeing,3
com.wanderlog.android,freezes,1
com.wanderlog.android,stalls,1
com.wanderlog.android,ux,2
com.wanderlog.android,rearranging,1
com.wanderlog.android,mostly,1
com.wanderlog.android,save,1
com.wanderlog.android,destinations,3
com.wanderlog.android,boston,1
com.wanderlog.android,fly,1
com.wanderlog.android,particular,1
com.wanderlog.android,unable,1
com.wanderlog.android,allows,3
com.wanderlog.android,sorts,2
com.wanderlog.android,transit,1
com.wanderlog.android,cards,1
com.wanderlog.android,italy,2
com.wanderlog.android,covering,1
com.wanderlog.android,venice,1
com.wanderlog.android,florence,1
com.wanderlog.android,rome,1
com.wanderlog.android,daily,2
com.wanderlog.android,itineraries,1
com.wanderlog.android,uploading,2
com.wanderlog.android,formatted,1
com.wanderlog.android,confirmation,1
com.wanderlog.android,wow,1
com.wanderlog.android,testing,1
com.wanderlog.android,wish,2
com.wanderlog.android,overview,2
com.wanderlog.android,export,1
com.wanderlog.android,expense,1
com.wanderlog.android,sharing,2
com.wanderlog.android,handle,1
com.wanderlog.android,currency,3
com.wanderlog.android,importing,1
com.wanderlog.android,part,1
com.wanderlog.android,improved,1
com.wanderlog.android,visualize,1
com.wanderlog.android,whoa,1
com.wanderlog.android,blow,1
com.wanderlog.android,informative,1
com.wanderlog.android,super,5
com.wanderlog.android,installing,1
com.wanderlog.android,first,4
com.wanderlog.android,skip,1
com.wanderlog.android,return,1
com.wanderlog.android,previous,1
com.wanderlog.android,simply,2
com.wanderlog.android,leave,2
com.wanderlog.android,credit,2
com.wanderlog.android,card,3
com.wanderlog.android,glad,2
com.wanderlog.android,exist,2
com.wanderlog.android,experience,3
com.wanderlog.android,insert,1
com.wanderlog.android,gets,2
com.wanderlog.android,slow,3
com.wanderlog.android,command,1
com.wanderlog.android,sharable,1
com.wanderlog.android,moving,1
com.wanderlog.android,3rd,1
com.wanderlog.android,feels,1
com.wanderlog.android,clunky,2
com.wanderlog.android,move,2
com.wanderlog.android,around,2
com.wanderlog.android,section,2
com.wanderlog.android,thing,1
com.wanderlog.android,ask,1
com.wanderlog.android,naver,1
com.wanderlog.android,impossible,1
com.wanderlog.android,cafes,1
com.wanderlog.android,apart,1
com.wanderlog.android,wanting,1
com.wanderlog.android,rearrange,2
com.wanderlog.android,scrolls,1
com.wanderlog.android,holding,1
com.wanderlog.android,dragging,1
com.wanderlog.android,item,3
com.wanderlog.android,becomes,1
com.wanderlog.android,huge,2
com.wanderlog.android,california,1
com.wanderlog.android,enjoyed,2
com.wanderlog.android,description,3
com.wanderlog.android,landmark,1
com.wanderlog.android,color,1
com.wanderlog.android,coded,1
com.wanderlog.android,never,1
com.wanderlog.android,interactive,1
com.wanderlog.android,instant,1
com.wanderlog.android,win,1
com.wanderlog.android,aspects,1
com.wanderlog.android,staying,1
com.wanderlog.android,preplanning,1
com.wanderlog.android,traveller,1
com.wanderlog.android,celiac,1
com.wanderlog.android,disease,1
com.wanderlog.android,comfortable,1
com.wanderlog.android,last,3
com.wanderlog.android,months,2
com.wanderlog.android,prepare,1
com.wanderlog.android,june,1
com.wanderlog.android,attach,1
com.wanderlog.android,event,1
com.wanderlog.android,split,2
com.wanderlog.android,featured,1
com.wanderlog.android,making,1
com.wanderlog.android,extended,1
com.wanderlog.android,finding,2
com.wanderlog.android,benefit,1
com.wanderlog.android,yes,1
com.wanderlog.android,window,1
com.wanderlog.android,open,1
com.wanderlog.android,exists,1
com.wanderlog.android,writing,1
com.wanderlog.android,terrible,2
com.wanderlog.android,concept,2
com.wanderlog.android,tells,1
com.wanderlog.android,destination,1
com.wanderlog.android,lost,1
com.wanderlog.android,copy,1
com.wanderlog.android,range,1
com.wanderlog.android,ui,2
com.wanderlog.android,overcrowded,1
com.wanderlog.android,elements,1
com.wanderlog.android,actually,3
com.wanderlog.android,stressed,1
com.wanderlog.android,point,1
com.wanderlog.android,squash,1
com.wanderlog.android,bottom,1
com.wanderlog.android,side,1
com.wanderlog.android,expandable,1
com.wanderlog.android,collapsible,1
com.wanderlog.android,menu,1
com.wanderlog.android,hide,1
com.wanderlog.android,unless,1
com.wanderlog.android,expanded,1
com.wanderlog.android,shrink,1
com.wanderlog.android,must,1
com.wanderlog.android,20,1
com.wanderlog.android,simplified,1
com.wanderlog.android,space,1
